what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1464096833120
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.1.v201008232129,"org.eclipse.jst.ws.jaxws.ui",1464096833136
started,bundle,org.eclipse.pde.api.tools,1.0.202.v20100820_r361,"org.eclipse.pde.api.tools",1464096833167
started,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1464096833167
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1464096901963
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1464096906971
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1464096931743
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1464096935815
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1464096939902
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1464096942149
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1464096945581
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1464096948014
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1464096966594
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1464096970307
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1464096998449
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1464097000930
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1464097034158
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1464097039384
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1464097039477
started,bundle,org.python.pydev.debug,1.5.7.2010050621,"org.python.pydev.debug",1464097039493
started,bundle,org.python.pydev.customizations,1.5.7.2010050621,"org.python.pydev.customizations",1464097039493
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1464097039524
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1464097044313
started,bundle,org.maven.ide.eclipse.launching,0.12.1.20110112-1712,"org.maven.ide.eclipse.launching",1464097044656
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1464097060927
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1464097062597
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1464097066902
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1464097071083
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1464097072971
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.ui",1464097077526
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1464097099444
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1464097109365
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1464097109381
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1464097136484
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1464097138637
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1464097145828
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1464097149884
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1464097153020
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1464104179374
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1464105854107
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1464105856010
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1464105860269
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1464106241939
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1464106326912
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1464106328971
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1464106330297
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1464106332528
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1464106333823
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1464106339688
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1464106343417
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1464106415770
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1464106415957
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1464106416004
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1464106626557
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1464106630878
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1464106633920
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1464106643920
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.contextInformation",1464106732668
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnterInverse",1464106734416
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1464106775085
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1464106777909
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1464106786847
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1464106789297
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.format",1464106792760
